Entry	Gene Name	TCDB
Q7Z7G8	VPS13B	1.R.2.1.4;
Q7Z7H3	CATIP	Unknown
Q7Z7H5	TMED4	Unknown
Q7Z7H8	MRPL10	Unknown
Q7Z7K6	CENPV	Unknown
Q7Z7L1	SLFN11	Unknown
Q7Z7L7	ZER1	Unknown
Q7Z7M0	MEGF8	Unknown
Q7Z7M8	B3GNT8	Unknown
Q7Z7M9	GALNT5	Unknown
Q7Z7N9	TMEM179B	9.B.201.1.2;
Q86SE5	RALYL	Unknown
Q86SE8	NPM2	Unknown
Q86SE9	PCGF5	Unknown
Q86SF2	GALNT7	Unknown
Q86SG2	ANKRD23	Unknown
Q86SG3	DAZ4	Unknown
Q86SG5	S100A7A	Unknown
Q86SG6	NEK8	Unknown
Q86SJ2	AMIGO2	Unknown
Q86SJ6	DSG4	Unknown
Q86SK9	SCD5	Unknown
Q86SM8	MRGPRE	Unknown
Q86SQ0	PHLDB2	Unknown
Q86SQ3	ADGRE4P	Unknown
Q86SQ4	ADGRG6	Unknown
Q86SQ6	ADGRA1	Unknown
Q86SQ7	SDCCAG8	Unknown
Q86SQ9	DHDDS	Unknown
Q86SR1	GALNT10	Unknown
Q86SS6	SYT9	Unknown
Q86SU0	ILDR1	Unknown
Q86SX6	GLRX5	Unknown
Q86SZ2	TRAPPC6B	Unknown
Q86T03	PIP4P1	Unknown
Q86T13	CLEC14A	Unknown
Q86T24	ZBTB33	Unknown
Q86T26	TMPRSS11B	Unknown
Q86T65	DAAM2	Unknown
Q86T82	USP37	Unknown
Q86T90	KIAA1328	Unknown
Q86T96	RNF180	Unknown
Q86TB3	ALPK2	Unknown
Q86TB9	PATL1	Unknown
Q86TC9	MYPN	Unknown
Q86TG1	TMEM150A	8.A.113.1.2;
Q86TG7	PEG10	Unknown
Q86TH1	ADAMTSL2	Unknown
Q86TI0	TBC1D1	8.A.87.1.4;
Q86TI2	DPP9	Unknown
Q86TJ2	TADA2B	Unknown
Q86TL0	ATG4D	9.A.15.2.1;
Q86TL2	STIMATE	8.A.65.1.1;
Q86TM3	DDX53	Unknown
Q86TM6	SYVN1	3.A.16.1.4;
Q86TP1	PRUNE1	Unknown
Q86TS9	MRPL52	Unknown
Q86TU7	SETD3	Unknown
Q86TV6	TTC7B	Unknown
Q86TW2	ADCK1	Unknown
Q86TX2	ACOT1	Unknown
Q86TY3	ARMH4	Unknown
Q86U06	RBM23	Unknown
Q86U10	ASPG	Unknown
Q86U28	ISCA2	Unknown
Q86U42	PABPN1	Unknown
Q86U44	METTL3	Unknown
Q86U70	LDB1	Unknown
Q86U86	PBRM1	Unknown
Q86U90	YRDC	Unknown
Q86UA6	RPAIN	Unknown
Q86UB9	TMEM135	Unknown
Q86UC2	RSPH3	Unknown
Q86UD0	SAPCD2	Unknown
Q86UD3	MARCHF3	8.A.159.1.9;
Q86UD4	ZNF329	Unknown
Q86UD5	SLC9B2	2.A.36.2.2;
Q86UE4	MTDH	Unknown
Q86UE6	LRRTM1	8.A.43.1.11;
Q86UE8	TLK2	Unknown
Q86UF1	TSPAN33	8.A.40.1.11;
Q86UG4	SLCO6A1	2.A.60.1.17;
Q86UK0	ABCA12	3.A.1.211.13;
Q86UK5	EVC2	Unknown
Q86UK7	ZNF598	Unknown
Q86UL3	GPAT4	Unknown
Q86UL8	MAGI2	8.A.24.1.6;
Q86UN2	RTN4RL1	Unknown
Q86UN3	RTN4RL2	Unknown
Q86UN6	AKAP14	Unknown
Q86UP0	CDH24	Unknown
Q86UP2	KTN1	Unknown
Q86UP3	ZFHX4	Unknown
Q86UQ0	ZNF589	Unknown
Q86UQ4	ABCA13	3.A.1.211.18;
Q86UQ8	NFE4	Unknown
Q86UR1	NOXA1	Unknown
Q86UR5	RIMS1	Unknown
Q86US8	SMG6	Unknown
Q86UT5	NHERF4	8.A.24.1.14;
Q86UT6	NLRX1	Unknown
Q86UT8	CENATAC	Unknown
Q86UU0	BCL9L	Unknown
Q86UU5	GGN	Unknown
Q86UU9	TAC4	Unknown
Q86UV5	USP48	Unknown
Q86UV6	TRIM74	Unknown
Q86UW1	SLC51A	2.A.82.1.2;
Q86UW2	SLC51B	2.A.82.1.2;
Q86UW6	N4BP2	Unknown
Q86UW7	CADPS2	Unknown
Q86UW9	DTX2	Unknown
Q86UX2	ITIH5	Unknown
Q86UX6	STK32C	Unknown
Q86UX7	FERMT3	Unknown
Q86UY5	FAM83A	Unknown
Q86UY6	NAA40	Unknown
Q86UZ6	ZBTB46	Unknown
Q86V15	CASZ1	Unknown
Q86V20	SHLD2	Unknown
Q86V24	ADIPOR2	1.C.113.1.11;
Q86V25	VASH2	Unknown
Q86V40	TRABD2A	Unknown
Q86V42	FAM124A	Unknown
Q86V48	LUZP1	Unknown
Q86V81	ALYREF	3.A.22.1.2;
Q86V86	PIM3	Unknown
Q86V97	KBTBD6	Unknown
Q86VB7	CD163	Unknown
Q86VD1	MORC1	Unknown
Q86VD7	SLC25A42	2.A.29.12.2;
Q86VD9	PIGZ	Unknown
Q86VE0	MYPOP	Unknown
Q86VE9	SERINC5	9.A.29.3.5;
Q86VF2	IGFN1	Unknown
Q86VF5	MOGAT3	Unknown
Q86VF7	NRAP	Unknown
Q86VH2	KIF27	Unknown
Q86VH5	LRRTM3	Unknown
Q86VI3	IQGAP3	Unknown
Q86VI4	LAPTM4B	2.A.74.1.3;
Q86VK4	ZNF410	Unknown
Q86VL8	SLC47A2	2.A.66.1.20;
Q86VM9	ZC3H18	Unknown
Q86VN1	VPS36	Unknown
Q86VP1	TAX1BP1	Unknown
Q86VP3	PACS2	1.A.5.1.1;
Q86VP6	CAND1	Unknown
Q86VQ0	LCA5	Unknown
Q86VQ3	TXNDC2	Unknown
Q86VQ6	TXNRD3	Unknown
Q86VR2	RETREG3	Unknown
Q86VS8	HOOK3	Unknown
Q86VV4	RANBP3L	Unknown
Q86VV8	RTTN	Unknown
Q86VW0	SESTD1	Unknown
Q86VW1	SLC22A16	2.A.1.19.12;
Q86VW2	ARHGEF25	Unknown
Q86VX2	COMMD7	Unknown
Q86VX9	MON1A	Unknown
Q86VY4	TSPYL5	Unknown
Q86VZ1	P2RY8	Unknown
Q86VZ5	SGMS1	Unknown
Q86VZ6	JAZF1	Unknown
Q86W10	CYP4Z1	Unknown
Q86W11	ZSCAN30	Unknown
Q86W24	NLRP14	Unknown
Q86W26	NLRP10	Unknown
Q86W28	NLRP8	Unknown
Q86W42	THOC6	3.A.22.1.2;
Q86W47	KCNMB4	Unknown
Q86W50	METTL16	Unknown
Q86W54	SPATA24	Unknown
Q86W56	PARG	Unknown
Q86W74	ANKRD46	Unknown
Q86W92	PPFIBP1	Unknown
Q86WA6	BPHL	Unknown
Q86WA8	LONP2	Unknown
Q86WA9	SLC26A11	2.A.53.1.10;
Q86WB0	ZC3HC1	Unknown
Q86WB7	UNC93A	2.A.1.58.9;
Q86WC4	OSTM1	2.A.49.3.3;
Q86WD7	SERPINA9	Unknown
Q86WG3	ATCAY	Unknown
Q86WG5	SBF2	Unknown
Q86WH2	RASSF3	Unknown
Q86WI1	PKHD1L1	Unknown
Q86WI3	NLRC5	Unknown
Q86WJ1	CHD1L	Unknown
Q86WK6	AMIGO1	8.A.43.1.10;
Q86WN1	FCHSD1	Unknown
Q86WP2	GPBP1	Unknown
Q86WQ0	NR2C2AP	Unknown
Q86WR0	CCDC25	Unknown
Q86WS4	REDIC1	Unknown
Q86WS5	TMPRSS12	Unknown
Q86WT1	IFT70A	Unknown
Q86WT6	TRIM69	Unknown
Q86WU2	LDHD	Unknown
Q86WV1	SKAP1	Unknown
Q86WV5	TEN1	Unknown
Q86WV6	STING1	1.A.140.1.1;
Q86WX3	RPS19BP1	Unknown
Q86X02	CDR2L	Unknown
Q86X24	HORMAD1	Unknown
Q86X27	RALGPS2	Unknown
Q86X29	LSR	Unknown
Q86X45	DNAAF11	Unknown
Q86X51	EZHIP	Unknown
Q86X52	CHSY1	Unknown
Q86X55	CARM1	Unknown
Q86X67	NUDT13	Unknown
Q86X76	NIT1	Unknown
Q86X95	CIRSR	Unknown
Q86XA0	METTL23	Unknown
Q86XE0	SNX32	3.A.34.1.1;
Q86XE3	MICU3	Unknown
Q86XE5	HOGA1	Unknown
Q86XF0	DHFR2	Unknown
Q86XF7	ZNF575	Unknown
Q86XI2	NCAPG2	Unknown
Q86XJ0	CALHM3	1.A.84.1.3;
Q86XJ1	GAS2L3	Unknown
Q86XK2	FBXO11	Unknown
Q86XK3	SFR1	Unknown
Q86XK7	VSIG1	Unknown
Q86XL3	ANKLE2	Unknown
Q86XM0	CATSPERD	1.A.1.19.1;
Q86XN8	MEX3D	Unknown
Q86XP0	PLA2G4D	Unknown
Q86XP1	DGKH	Unknown
Q86XP3	DDX42	Unknown
Q86XQ3	CATSPER3	1.A.1.19.1;
Q86XR7	TICAM2	8.A.43.2.1;
Q86XR8	CEP57	Unknown
Q86XS8	RNF130	Unknown
Q86XT2	VPS37D	Unknown
Q86XT4	TRIM50	Unknown
Q86XX4	FRAS1	Unknown
Q86Y01	DTX1	Unknown
Q86Y07	VRK2	Unknown
Q86Y13	DZIP3	Unknown
Q86Y25	ZNF354C	Unknown
Q86Y26	NUTM1	Unknown
Q86Y33	CDC20B	Unknown
Q86Y34	ADGRG3	Unknown
Q86Y37	CACUL1	Unknown
Q86Y38	XYLT1	Unknown
Q86Y39	NDUFA11	Unknown
Q86Y46	KRT73	Unknown
Q86Y56	DNAAF5	Unknown
Q86Y78	LYPD6	Unknown
Q86Y82	STX12	Unknown
Q86Y91	KIF18B	Unknown
Q86Y97	KMT5C	Unknown
Q86YA3	ZGRF1	Unknown
Q86YB8	ERO1B	Unknown
Q86YC2	PALB2	Unknown
Q86YC3	NRROS	Unknown
Q86YD1	PTOV1	Unknown
Q86YD3	TMEM25	8.A.23.3.1;
Q86YD5	LDLRAD3	Unknown
Q86YD7	FAM90A1	Unknown
Q86YF9	DZIP1	3.A.33.1.1;
Q86YH6	PDSS2	Unknown
Q86YI8	PHF13	Unknown
Q86YJ5	MARCHF9	Unknown
Q86YJ6	THNSL2	Unknown
Q86YJ7	ANKRD13B	Unknown
Q86YL7	PDPN	8.A.128.8.1;
Q86YM7	HOMER1	Unknown
Q86YN6	PPARGC1B	8.A.246.1.1;
Q86YP4	GATAD2A	Unknown
Q86YR5	GPSM1	Unknown
Q86YR7	MCF2L2	Unknown
Q86YS3	RAB11FIP4	Unknown
Q86YS6	RAB43	Unknown
Q86YS7	C2CD5	Unknown
Q86YT5	SLC13A5	2.A.47.1.9;
Q86YT6	MIB1	Unknown
Q86YT9	JAML	Unknown
Q86YV0	RASAL3	Unknown
Q86YV5	PRAG1	Unknown
Q86YV9	HPS6	Unknown
Q86YW0	PLCZ1	Unknown
Q86YW5	TREML1	Unknown
Q86YW7	GPHB5	Unknown
Q86YW9	MED12L	Unknown
Q86YZ3	HRNR	Unknown
Q86Z02	HIPK1	Unknown
Q86Z14	KLB	8.A.49.1.2;
Q86Z20	CCDC125	Unknown
Q86Z23	C1QL4	Unknown
Q8HWS3	RFX6	Unknown
Q8IU54	IFNL1	Unknown
Q8IU57	IFNLR1	Unknown
Q8IU60	DCP2	Unknown
Q8IU68	TMC8	1.A.17.4.11;
Q8IU80	TMPRSS6	Unknown
Q8IU81	IRF2BP1	Unknown
Q8IU85	CAMK1D	Unknown
Q8IU89	CERS3	Unknown
Q8IU99	CALHM1	1.A.84.1.1;
Q8IUA7	ABCA9	3.A.1.211.16;
Q8IUB9	KRTAP19-1	Unknown
Q8IUC1	KRTAP11-1	Unknown
Q8IUC2	KRTAP8-1	Unknown
Q8IUC3	KRTAP7-1	Unknown
Q8IUC4	RHPN2	Unknown
Q8IUC6	TICAM1	Unknown
Q8IUC8	GALNT13	Unknown
Q8IUD2	ERC1	Unknown
Q8IUD6	RNF135	Unknown
Q8IUE6	H2AC21	Unknown
Q8IUF8	RIOX2	Unknown
Q8IUG1	KRTAP1-3	Unknown
Q8IUG5	MYO18B	Unknown
Q8IUH3	RBM45	Unknown
Q8IUH4	ZDHHC13	8.A.114.1.7;
Q8IUH5	ZDHHC17	8.A.114.1.1;
Q8IUH8	SPPL2C	Unknown
Q8IUI8	CRLF3	Unknown
Q8IUK5	PLXDC1	Unknown
Q8IUM7	NPAS4	Unknown
Q8IUN9	CLEC10A	Unknown
Q8IUQ0	CLVS1	Unknown
Q8IUQ4	SIAH1	8.A.133.1.1;
Q8IUR5	TMTC1	Unknown
Q8IUR6	CREBRF	Unknown
Q8IUR7	ARMC8	Unknown
Q8IUW3	SPATA2L	Unknown
Q8IUW5	RELL1	Unknown
Q8IUX1	TMEM126B	9.B.317.1.1;
Q8IUX4	APOBEC3F	Unknown
Q8IUX7	AEBP1	Unknown
Q8IUX8	EGFL6	Unknown
Q8IUY3	GRAMD2A	Unknown
Q8IUZ5	PHYKPL	Unknown
Q8IV04	TBC1D10C	Unknown
Q8IV08	PLD3	Unknown
Q8IV16	GPIHBP1	Unknown
Q8IV20	LACC1	Unknown
Q8IV31	TMEM139	8.A.60.1.1;
Q8IV36	HID1	Unknown
Q8IV45	UNC5CL	Unknown
Q8IV48	ERI1	Unknown
Q8IV53	DENND1C	Unknown
Q8IV61	RASGRP3	Unknown
Q8IV63	VRK3	Unknown
Q8IV76	PASD1	Unknown
Q8IV77	CNGA4	Unknown
Q8IVB4	SLC9A9	2.A.36.1.19;
Q8IVD9	NUDCD3	Unknown
Q8IVE3	PLEKHH2	Unknown
Q8IVF2	AHNAK2	Unknown
Q8IVF4	DNAH10	Unknown
Q8IVF5	TIAM2	Unknown
Q8IVF7	FMNL3	Unknown
Q8IVG5	SAMD9L	Unknown
Q8IVG9	MT-RNR2	Unknown
Q8IVH2	FOXP4	Unknown
Q8IVH4	MMAA	Unknown
Q8IVH8	MAP4K3	Unknown
Q8IVI9	NOSTRIN	Unknown
Q8IVJ1	SLC41A1	1.A.26.2.1;
Q8IVL0	NAV3	Unknown
Q8IVL1	NAV2	Unknown
Q8IVL5	P3H2	Unknown
Q8IVL6	P3H3	Unknown
Q8IVL8	CPO	Unknown
Q8IVM0	CCDC50	Unknown
Q8IVM8	SLC22A9	2.A.1.19.18;
Q8IVP5	FUNDC1	Unknown
Q8IVP9	ZNF547	Unknown
Q8IVQ6	ZDHHC21	Unknown
Q8IVS2	MCAT	Unknown
Q8IVS8	GLYCTK	Unknown
Q8IVT2	MISP	Unknown
Q8IVT5	KSR1	Unknown
Q8IVU3	HERC6	Unknown
Q8IVV7	GID4	Unknown
Q8IVW4	CDKL3	Unknown
Q8IVW6	ARID3B	Unknown
Q8IVW8	SPNS2	2.A.1.49.6;
Q8IW00	VSTM4	Unknown
Q8IW19	APLF	Unknown
Q8IW35	CEP97	Unknown
Q8IW40	DNAAF19	Unknown
Q8IW41	MAPKAPK5	Unknown
Q8IW45	NAXD	Unknown
Q8IW52	SLITRK4	Unknown
Q8IW75	SERPINA12	Unknown
Q8IWA0	WDR75	Unknown
Q8IWA4	MFN1	1.N.6.1.2;
Q8IWA5	SLC44A2	2.A.92.1.4;
Q8IWB1	ITPRIP	Unknown
Q8IWB6	TEX14	8.A.23.1.18;
Q8IWB7	WDFY1	Unknown
Q8IWC1	MAP7D3	Unknown
Q8IWD4	CCDC117	Unknown
Q8IWE2	FAM114A1	Unknown
Q8IWE4	DCUN1D3	Unknown
Q8IWE5	PLEKHM2	Unknown
Q8IWF2	FOXRED2	Unknown
Q8IWG1	DNAI3	Unknown
Q8IWI9	MGA	Unknown
Q8IWJ2	GCC2	Unknown
Q8IWK6	ADGRA3	Unknown
Q8IWL1	SFTPA2	Unknown
Q8IWL2	SFTPA1	Unknown
Q8IWL3	HSCB	Unknown
Q8IWL8	STH	Unknown
Q8IWN7	RP1L1	Unknown
Q8IWQ3	BRSK2	Unknown
Q8IWR1	TRIM59	Unknown
Q8IWS0	PHF6	Unknown
Q8IWT0	ZBTB8OS	Unknown
Q8IWT1	SCN4B	8.A.17.2.2;
Q8IWT3	CUL9	Unknown
Q8IWT6	LRRC8A	1.A.25.3.1;
Q8IWU2	LMTK2	Unknown
Q8IWU4	SLC30A8	2.A.4.3.5;
Q8IWU5	SULF2	Unknown
Q8IWU6	SULF1	Unknown
Q8IWU9	TPH2	Unknown
Q8IWV1	LAX1	Unknown
Q8IWV2	CNTN4	Unknown
Q8IWV7	UBR1	Unknown
Q8IWV8	UBR2	Unknown
Q8IWW6	ARHGAP12	Unknown
Q8IWW8	ADHFE1	Unknown
Q8IWX5	SGPP2	Unknown
Q8IWX7	UNC45B	Unknown
Q8IWX8	CHERP	Unknown
Q8IWY4	SCUBE1	Unknown
Q8IWY9	CDAN1	Unknown
Q8IWZ3	ANKHD1	Unknown
Q8IWZ4	TRIM48	Unknown
Q8IWZ5	TRIM42	Unknown
Q8IWZ6	BBS7	3.A.33.1.1;
Q8IWZ8	SUGP1	Unknown
Q8IX01	SUGP2	Unknown
Q8IX03	WWC1	Unknown
Q8IX04	UEVLD	Unknown
Q8IX05	CD302	Unknown
Q8IX07	ZFPM1	Unknown
Q8IX12	CCAR1	Unknown
Q8IX15	HOMEZ	Unknown
Q8IX19	MCEMP1	Unknown
Q8IX21	SLF2	Unknown
Q8IX30	SCUBE3	Unknown
Q8IX90	SKA3	Unknown
Q8IXA5	SPACA3	Unknown
Q8IXB1	DNAJC10	Unknown
Q8IXB3	TRARG1	Unknown
Q8IXF0	NPAS3	Unknown
Q8IXH6	TP53INP2	Unknown
Q8IXH7	NELFCD	Unknown
Q8IXH8	CDH26	Unknown
Q8IXI1	RHOT2	Unknown
Q8IXI2	RHOT1	Unknown
Q8IXJ6	SIRT2	Unknown
Q8IXJ9	ASXL1	Unknown
Q8IXK0	PHC2	Unknown
Q8IXK2	GALNT12	Unknown
Q8IXL6	FAM20C	Unknown
Q8IXL7	MSRB3	Unknown
Q8IXM2	BACC1	Unknown
Q8IXM3	MRPL41	Unknown
Q8IXM6	NRM	Unknown
Q8IXN7	RIMKLA	Unknown
Q8IXP5	POU2AF2	Unknown
Q8IXQ5	KLHL7	Unknown
Q8IXQ6	PARP9	Unknown
Q8IXQ9	ETFBKMT	Unknown
Q8IXS2	DRC2	Unknown
Q8IXU6	SLC35F2	2.A.7.24.10;
Q8IXV7	KLHDC8B	Unknown
Q8IXW0	LMNTD2	Unknown
Q8IXW5	RPAP2	Unknown
Q8IXZ2	ZC3H3	Unknown
Q8IY17	PNPLA6	Unknown
Q8IY18	SMC5	Unknown
Q8IY21	DDX60	Unknown
Q8IY22	CMIP	Unknown
Q8IY26	PLPP6	Unknown
Q8IY31	IFT20	Unknown
Q8IY33	MICALL2	Unknown
Q8IY34	SLC15A3	2.A.17.3.9;
Q8IY37	DHX37	Unknown
Q8IY47	KBTBD2	Unknown
Q8IY49	MMD2	1.C.113.2.3;
Q8IY57	YAF2	Unknown
Q8IY63	AMOTL1	Unknown
Q8IY81	FTSJ3	Unknown
Q8IY82	DRC7	Unknown
Q8IY84	NIM1K	Unknown
Q8IY92	SLX4	Unknown
Q8IY95	TMEM192	9.B.134.1.1;
Q8IYA6	CKAP2L	Unknown
Q8IYA8	IHO1	Unknown
Q8IYB1	MB21D2	Unknown
Q8IYB3	SRRM1	3.A.18.1.1;
Q8IYB4	PEX5L	Unknown
Q8IYB5	SMAP1	Unknown
Q8IYB7	DIS3L2	Unknown
Q8IYB8	SUPV3L1	Unknown
Q8IYD1	GSPT2	Unknown
Q8IYD8	FANCM	Unknown
Q8IYE0	CCDC146	Unknown
Q8IYE1	CCDC13	Unknown
Q8IYF1	ELOA2	Unknown
Q8IYF3	TEX11	Unknown
Q8IYG6	LRRC56	Unknown
Q8IYH5	ZZZ3	Unknown
Q8IYI0	SHLD1	Unknown
Q8IYI6	EXOC8	1.F.2.1.2;
Q8IYI8	ZNF440	Unknown
Q8IYJ0	PIANP	Unknown
Q8IYJ1	CPNE9	Unknown
Q8IYJ2	C10orf67	Unknown
Q8IYJ3	SYTL1	Unknown
Q8IYK4	COLGALT2	Unknown
Q8IYL9	GPR65	Unknown
Q8IYM1	SEPTIN12	Unknown
Q8IYM2	SLFN12	Unknown
Q8IYM9	TRIM22	Unknown
Q8IYP9	ZDHHC23	Unknown
Q8IYR0	CFAP206	Unknown
Q8IYR2	SMYD4	Unknown
Q8IYR6	TMEFF1	8.A.74.1.4;
Q8IYS1	PM20D2	Unknown
Q8IYS5	OSCAR	Unknown
Q8IYT1	GARIN4	Unknown
Q8IYT2	CMTR2	Unknown
Q8IYT3	CCDC170	Unknown
Q8IYT4	KATNAL2	Unknown
Q8IYT8	ULK2	Unknown
Q8IYU2	HACE1	Unknown
Q8IYU8	MICU2	8.A.44.1.2;
Q8IYV9	IZUMO1	8.A.55.1.1;
Q8IYW5	RNF168	Unknown
Q8IYX1	TBC1D21	Unknown
Q8IYX3	CCDC116	Unknown
Q8IYX4	DND1	Unknown
Q8IYX7	SAXO1	Unknown
Q8IYX8	CEP57L1	Unknown
Q8IYY4	DZIP1L	Unknown
Q8IZ07	ANKRD13A	Unknown
Q8IZ08	GPR135	Unknown
Q8IZ20	ZNF683	Unknown
Q8IZ21	PHACTR4	Unknown
Q8IZ41	RASEF	Unknown
Q8IZ52	CHPF	Unknown
Q8IZ69	TRMT2A	Unknown
Q8IZ96	CMTM1	1.A.64.5.5;
Q8IZA0	KIAA0319L	Unknown
Q8IZA3	H1-8	Unknown
Q8IZC4	RTKN2	Unknown
Q8IZC6	COL27A1	Unknown
Q8IZC7	ZNF101	Unknown
Q8IZD2	KMT2E	Unknown
Q8IZD4	DCP1B	Unknown
Q8IZD6	SLC22A15	2.A.1.19.32;
Q8IZD9	DOCK3	Unknown
Q8IZE3	SCYL3	Unknown
Q8IZF0	NALCN	1.A.1.11.15;
Q8IZF2	ADGRF5	Unknown
Q8IZF3	ADGRF4	Unknown
Q8IZF4	ADGRG5	Unknown
Q8IZF5	ADGRF3	Unknown
Q8IZF6	ADGRG4	Unknown
Q8IZF7	ADGRF2P	Unknown
Q8IZH2	XRN1	Unknown
Q8IZI9	IFNL3	Unknown
Q8IZJ0	IFNL2	Unknown
Q8IZJ1	UNC5B	Unknown
Q8IZJ3	CPAMD8	Unknown
Q8IZK6	MCOLN2	1.A.5.3.3;
Q8IZL2	MAML2	Unknown
Q8IZL8	PELP1	Unknown
Q8IZL9	CDK20	Unknown
Q8IZN3	ZDHHC14	Unknown
Q8IZP0	ABI1	Unknown
Q8IZP1	TBC1D3	Unknown
Q8IZP9	ADGRG2	9.A.14.6.10;
Q8IZQ1	WDFY3	Unknown
Q8IZQ8	MYOCD	Unknown
Q8IZR5	CMTM4	1.A.64.4.4;
Q8IZS8	CACNA2D3	8.A.18.3.1;
Q8IZT6	ASPM	Unknown
Q8IZT8	HS3ST5	Unknown
Q8IZU0	FAM9B	Unknown
Q8IZU1	FAM9A	Unknown
Q8IZU3	SYCP3	Unknown
Q8IZU9	KIRREL3	Unknown
Q8IZV5	RDH10	Unknown
Q8IZW8	TNS4	Unknown
Q8IZX4	TAF1L	Unknown
Q8IZY2	ABCA7	3.A.1.211.10;
Q8J025	APCDD1	Unknown
Q8N0S2	SYCE1	Unknown
Q8N0S6	CENPL	Unknown
Q8N0U8	VKORC1L1	Unknown
Q8N0V3	RBFA	Unknown
Q8N0V5	GCNT2	Unknown
Q8N0W3	FCSK	Unknown
Q8N0W4	NLGN4X	8.A.117.1.3;
Q8N0X2	SPAG16	Unknown
Q8N0X4	CLYBL	Unknown
Q8N0X7	SPART	Unknown
Q8N0Y2	ZNF444	Unknown
Q8N0Z3	SPICE1	Unknown
Q8N0Z6	TTC5	Unknown
Q8N100	ATOH7	Unknown
Q8N103	TAGAP	Unknown
Q8N104	DEFB106A	Unknown
Q8N108	MIER1	Unknown
Q8N114	SHISA5	8.A.83.1.7;
Q8N119	MMP21	Unknown
Q8N122	RPTOR	Unknown
Q8N126	CADM3	Unknown
Q8N128	FAM177A1	Unknown
Q8N130	SLC34A3	2.A.58.1.3;
Q8N131	TMEM123	Unknown
Q8N135	LGI4	Unknown
Q8N136	DAW1	Unknown
Q8N137	CNTROB	Unknown
Q8N138	ORMDL3	Unknown
Q8N139	ABCA6	3.A.1.211.15;
Q8N140	EID3	Unknown
Q8N142	ADSS1	Unknown
Q8N143	BCL6B	Unknown
Q8N144	GJD3	1.A.24.1.17;
Q8N145	LGI3	Unknown
Q8N149	LILRA2	Unknown
Q8N157	AHI1	Unknown
Q8N158	GPC2	Unknown
Q8N159	NAGS	Unknown
Q8N163	CCAR2	Unknown
Q8N165	PDIK1L	Unknown
Q8N183	NDUFAF2	Unknown
Q8N187	CARF	Unknown
Q8N196	SIX5	Unknown
Q8N1A0	KRT222	Unknown
Q8N1B3	CCNQ	Unknown
Q8N1B4	VPS52	Unknown
Q8N1C3	GABRG1	Unknown
Q8N1E6	FBXL14	Unknown
Q8N1F7	NUP93	1.I.1.1.3;
Q8N1F8	STK11IP	Unknown
Q8N1G0	ZNF687	Unknown
Q8N1G1	REXO1	Unknown
Q8N1G2	CMTR1	Unknown
Q8N1H7	SIX6OS1	Unknown
Q8N1I0	DOCK4	Unknown
Q8N1K5	THEMIS	Unknown
Q8N1L9	BATF2	Unknown
Q8N1M1	BEST3	1.A.46.1.8;
Q8N1N2	DYNAP	Unknown
Q8N1N4	KRT78	Unknown
Q8N1Q1	CA13	Unknown
Q8N1Q8	THEM5	Unknown
Q8N1T3	MYO1H	Unknown
Q8N1V2	CFAP52	Unknown
Q8N1W1	ARHGEF28	Unknown
Q8N201	INTS1	Unknown
Q8N205	SYNE4	Unknown
Q8N257	H2BC26	Unknown
Q8N264	ARHGAP24	Unknown
Q8N271	PROM2	9.B.411.1.2;
Q8N2A8	PLD6	Unknown
Q8N2C7	UNC80	1.A.1.11.15;
Q8N2E6	TOR2A	Unknown
Q8N2F6	ARMC10	Unknown
Q8N2G4	LYPD1	Unknown
Q8N2G8	GHDC	Unknown
Q8N2H4	SYS1	Unknown
Q8N2H9	PELI3	Unknown
Q8N2I9	STK40	Unknown
Q8N2K0	ABHD12	Unknown
Q8N2K1	UBE2J2	Unknown
Q8N2M4	TMEM86A	Unknown
Q8N2M8	CLASRP	Unknown
Q8N2N9	ANKRD36B	Unknown
Q8N2Q7	NLGN1	8.A.117.1.2;
Q8N2R0	OSR2	Unknown
Q8N2S1	LTBP4	Unknown
Q8N2U9	SLC66A2	2.A.43.2.15;
Q8N2W9	PIAS4	Unknown
Q8N2Y8	RUSC2	8.A.189.1.1;
Q8N2Z9	CENPS	Unknown
Q8N300	SVBP	Unknown
Q8N302	AGGF1	Unknown
Q8N307	MUC20	Unknown
Q8N335	GPD1L	Unknown
Q8N339	MT1M	Unknown
Q8N344	MIER2	Unknown
Q8N350	CBARP	Unknown
Q8N357	SLC35F6	2.A.7.12.13;
Q8N370	SLC43A2	2.A.1.44.2;
Q8N371	KDM8	Unknown
Q8N386	LRRC25	Unknown
Q8N387	MUC15	Unknown
Q8N392	ARHGAP18	Unknown
Q8N393	ZNF786	Unknown
Q8N394	TMTC2	Unknown
Q8N3A8	PARP8	Unknown
Q8N3C0	ASCC3	Unknown
Q8N3C7	CLIP4	Unknown
Q8N3E9	PLCD3	Unknown
Q8N3F0	MTURN	Unknown
Q8N3F8	MICALL1	Unknown
Q8N3G9	TMEM130	Unknown
Q8N3I7	BBS5	3.A.33.1.1;
Q8N3J2	METTL4	Unknown
Q8N3J3	HROB	Unknown
Q8N3J5	PPM1K	Unknown
Q8N3J6	CADM2	Unknown
Q8N3K9	CMYA5	Unknown
Q8N3L3	TXLNB	Unknown
Q8N3P4	VPS8	8.A.225.1.1;
Q8N3R9	PALS1	Unknown
Q8N3T1	GALNT15	Unknown
Q8N3U4	STAG2	Unknown
Q8N3V7	SYNPO	Unknown
